,record_num,id,latitude,longitude,occupancy_status,current_status,bikes_allowed,headsign,bearing,current_stop_sequence,updated_at
0,1,y3286,42.35778728,-71.0928322,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,337.0,15,2024-07-25 11:56:49-04:00
1,2,y3277,42.33296696,-71.07421624,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,220.0,20,2024-07-25 11:56:51-04:00
2,3,y3272,42.36604708,-71.10489088,FULL,IN_TRANSIT_TO,1,Nubian,239.0,7,2024-07-25 11:56:44-04:00
3,4,y3264,42.37027025,-71.11333891,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,108.0,3,2024-07-25 11:56:47-04:00
4,5,y3263,42.33294,-71.07417,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,225.0,20,2024-07-25 11:56:50-04:00
5,6,y3204,42.33475699,-71.07507018,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,129.0,18,2024-07-25 11:56:50-04:00
6,7,y3202,42.34693,-71.08754,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,315.0,13,2024-07-25 11:56:51-04:00
7,8,y1834,42.35936,-71.09381,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,315.0,15,2024-07-25 11:56:51-04:00
8,9,y3286,42.35778728,-71.0928322,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,337.0,15,2024-07-25 11:56:49-04:00
9,10,y3277,42.33296696,-71.07421624,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,220.0,20,2024-07-25 11:56:51-04:00
10,11,y3272,42.36604708,-71.10489088,FULL,IN_TRANSIT_TO,1,Nubian,239.0,7,2024-07-25 11:56:44-04:00
11,12,y3264,42.37027025,-71.11333891,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,108.0,3,2024-07-25 11:56:47-04:00
12,13,y3263,42.33294,-71.07417,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,225.0,20,2024-07-25 11:56:50-04:00
13,14,y3204,42.33475699,-71.07507018,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,129.0,18,2024-07-25 11:56:50-04:00
14,15,y3202,42.34693,-71.08754,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,315.0,13,2024-07-25 11:56:51-04:00
15,16,y1834,42.35936,-71.09381,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,315.0,15,2024-07-25 11:56:51-04:00
16,17,y3286,42.35815474,-71.09297797,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,332.0,15,2024-07-25 11:56:56-04:00
17,18,y3277,42.33256615,-71.07481955,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,230.0,20,2024-07-25 11:56:58-04:00
18,19,y3272,42.36542798,-71.10398962,FULL,IN_TRANSIT_TO,1,Nubian,133.0,7,2024-07-25 11:57:00-04:00
19,20,y3264,42.3698457,-71.11247003,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,109.0,3,2024-07-25 11:57:00-04:00
20,21,y3263,42.33268085,-71.07454205,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,222.0,20,2024-07-25 11:56:59-04:00
21,22,y3204,42.33462827,-71.07500157,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,173.0,18,2024-07-25 11:57:00-04:00
22,23,y3202,42.34702814,-71.08759975,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,0.0,13,2024-07-25 11:56:57-04:00
23,24,y1834,42.35936,-71.09381,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,315.0,15,2024-07-25 11:56:51-04:00
24,25,y3286,42.35847502,-71.09276234,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,70.0,15,2024-07-25 11:57:08-04:00
25,26,y3277,42.33181512,-71.07618422,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,233.0,20,2024-07-25 11:57:10-04:00
26,27,y3272,42.36520017,-71.10319394,FULL,IN_TRANSIT_TO,1,Nubian,132.0,7,2024-07-25 11:57:06-04:00
27,28,y3264,42.36974138,-71.11213067,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,122.0,4,2024-07-25 11:57:08-04:00
28,29,y3263,42.33216838,-71.07555007,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,235.0,20,2024-07-25 11:57:08-04:00
29,30,y3204,42.33446217,-71.0748559,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,145.0,18,2024-07-25 11:57:05-04:00
30,31,y3202,42.34702814,-71.08759975,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,0.0,13,2024-07-25 11:56:57-04:00
31,32,y1834,42.35936,-71.09381,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,315.0,15,2024-07-25 11:56:51-04:00
32,33,y3286,42.3582998,-71.09300185,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,276.0,15,2024-07-25 11:57:18-04:00
33,34,y3277,42.3314137,-71.07678657,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,209.0,20,2024-07-25 11:57:19-04:00
34,35,y3272,42.36487819,-71.10267739,FULL,STOPPED_AT,1,Nubian,181.0,7,2024-07-25 11:57:20-04:00
35,36,y3264,42.36948017,-71.11148708,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,119.0,4,2024-07-25 11:57:20-04:00
36,37,y3263,42.33160752,-71.07648987,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,230.0,20,2024-07-25 11:57:18-04:00
37,38,y3204,42.3337717,-71.07387518,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,137.0,19,2024-07-25 11:57:20-04:00
38,39,y3202,42.34708353,-71.08767579,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,0.0,13,2024-07-25 11:57:15-04:00
39,40,y1834,42.35936,-71.09381,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,315.0,15,2024-07-25 11:56:51-04:00
40,41,y3286,42.35864848,-71.09332678,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,320.0,15,2024-07-25 11:57:30-04:00
41,42,y3277,42.33134758,-71.076763,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,5.0,20,2024-07-25 11:57:31-04:00
42,43,y3272,42.36487938,-71.10270045,FULL,STOPPED_AT,1,Nubian,338.0,7,2024-07-25 11:57:30-04:00
43,44,y3264,42.36911904,-71.11049425,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,124.0,4,2024-07-25 11:57:31-04:00
44,45,y3263,42.33150267,-71.07662748,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,0.0,20,2024-07-25 11:57:25-04:00
45,46,y3204,42.33377458,-71.07379115,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,0.0,19,2024-07-25 11:57:28-04:00
46,47,y3202,42.34732457,-71.08773158,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,349.0,13,2024-07-25 11:57:31-04:00
47,48,y1834,42.3595002,-71.09374223,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,0.0,15,2024-07-25 11:57:23-04:00
48,49,y3286,42.35892875,-71.09341854,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,330.0,15,2024-07-25 11:57:37-04:00
49,50,y3277,42.33135383,-71.07676632,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,0.0,20,2024-07-25 11:57:33-04:00
50,51,y3272,42.36488622,-71.10271395,FULL,STOPPED_AT,1,Nubian,0.0,7,2024-07-25 11:57:35-04:00
51,52,y3264,42.36867766,-71.10949563,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,123.0,4,2024-07-25 11:57:41-04:00
52,53,y3263,42.33152355,-71.07660291,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,0.0,20,2024-07-25 11:57:36-04:00
53,54,y3204,42.33376841,-71.07378351,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,0.0,19,2024-07-25 11:57:35-04:00
54,55,y3202,42.34759374,-71.08800174,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,20.0,13,2024-07-25 11:57:40-04:00
55,56,y1834,42.35989986,-71.09421287,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,311.0,15,2024-07-25 11:57:41-04:00
56,57,y3286,42.35929829,-71.09362025,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,0.0,15,2024-07-25 11:57:50-04:00
57,58,y3277,42.33135383,-71.07676632,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,0.0,20,2024-07-25 11:57:33-04:00
58,59,y3272,42.36488622,-71.10271395,FULL,STOPPED_AT,1,Nubian,0.0,7,2024-07-25 11:57:35-04:00
59,60,y3264,42.3684324,-71.10893233,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,138.0,5,2024-07-25 11:57:51-04:00
60,61,y3263,42.33134,-71.07666,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,225.0,20,2024-07-25 11:57:50-04:00
61,62,y3204,42.33377415,-71.07377171,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,0.0,19,2024-07-25 11:57:50-04:00
62,63,y3202,42.34762207,-71.0880469,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,0.0,13,2024-07-25 11:57:50-04:00
63,64,y1834,42.35996824,-71.09438946,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,333.0,16,2024-07-25 11:57:50-04:00
64,65,y3286,42.35939934,-71.09356987,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,96.0,15,2024-07-25 11:58:01-04:00
65,66,y3277,42.33135383,-71.07676632,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,0.0,20,2024-07-25 11:57:33-04:00
66,67,y3272,42.36491841,-71.10271815,FULL,STOPPED_AT,1,Nubian,0.0,7,2024-07-25 11:57:55-04:00
67,68,y3264,42.36824263,-71.1085439,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,132.0,5,2024-07-25 11:58:00-04:00
68,69,y3263,42.33134,-71.07666,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,225.0,20,2024-07-25 11:57:50-04:00
69,70,y3204,42.33377415,-71.07377171,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,0.0,19,2024-07-25 11:57:50-04:00
70,71,y3202,42.3476599,-71.08807446,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,0.0,13,2024-07-25 11:57:57-04:00
71,72,y1834,42.35999138,-71.09439625,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,0.0,16,2024-07-25 11:57:55-04:00
72,73,y3286,42.35952204,-71.0938114,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,323.0,15,2024-07-25 11:58:09-04:00
73,74,y3277,42.33135383,-71.07676632,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,0.0,20,2024-07-25 11:57:33-04:00
74,75,y3272,42.36491841,-71.10271815,FULL,STOPPED_AT,1,Nubian,0.0,7,2024-07-25 11:57:55-04:00
75,76,y3264,42.36801165,-71.10811858,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,137.0,5,2024-07-25 11:58:12-04:00
76,77,y3263,42.33134,-71.07666,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,225.0,20,2024-07-25 11:57:50-04:00
77,78,y3204,42.33341655,-71.0738899,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,238.0,19,2024-07-25 11:58:12-04:00
78,79,y3202,42.34804074,-71.0882154,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,347.0,13,2024-07-25 11:58:13-04:00
79,80,y1834,42.35999138,-71.09439625,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,0.0,16,2024-07-25 11:57:55-04:00
80,81,y3286,42.35954384,-71.09386194,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,307.0,15,2024-07-25 11:58:24-04:00
81,82,y3277,42.33135383,-71.07676632,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,0.0,20,2024-07-25 11:57:33-04:00
82,83,y3272,42.36491841,-71.10271815,FULL,STOPPED_AT,1,Nubian,0.0,7,2024-07-25 11:57:55-04:00
83,84,y3264,42.3679092,-71.1078888,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,146.0,5,2024-07-25 11:58:21-04:00
84,85,y3263,42.33134,-71.07666,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,225.0,20,2024-07-25 11:57:50-04:00
85,86,y3204,42.33301267,-71.07426396,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,222.0,20,2024-07-25 11:58:20-04:00
86,87,y3202,42.34834642,-71.08842006,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,302.0,13,2024-07-25 11:58:23-04:00
87,88,y1834,42.35999138,-71.09439625,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,0.0,16,2024-07-25 11:57:55-04:00
88,89,y3286,42.35956613,-71.0939197,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,337.0,15,2024-07-25 11:58:32-04:00
89,90,y3277,42.33129,-71.07677,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,225.0,21,2024-07-25 11:58:25-04:00
90,91,y3272,42.36424132,-71.1016643,FULL,IN_TRANSIT_TO,1,Nubian,122.0,8,2024-07-25 11:58:33-04:00
91,92,y3264,42.36797496,-71.10787794,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,0.0,5,2024-07-25 11:58:32-04:00
92,93,y3263,42.33134,-71.07666,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,225.0,20,2024-07-25 11:57:50-04:00
93,94,y3204,42.33280331,-71.07447352,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,216.0,20,2024-07-25 11:58:31-04:00
94,95,y3202,42.34848117,-71.08830703,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,0.0,13,2024-07-25 11:58:33-04:00
95,96,y1834,42.35997379,-71.09438571,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,0.0,16,2024-07-25 11:58:26-04:00
96,97,y3286,42.35983633,-71.09430011,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,315.0,15,2024-07-25 11:58:42-04:00
97,98,y3277,42.33133859,-71.07703906,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,287.0,21,2024-07-25 11:58:42-04:00
98,99,y3272,42.36361935,-71.10041669,FULL,IN_TRANSIT_TO,1,Nubian,130.0,8,2024-07-25 11:58:43-04:00
99,100,y3264,42.36774455,-71.10755679,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,137.0,5,2024-07-25 11:58:41-04:00
100,101,y3263,42.33146079,-71.07669164,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,222.0,20,2024-07-25 11:58:38-04:00
101,102,y3204,42.33201525,-71.07563129,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,230.0,20,2024-07-25 11:58:42-04:00
102,103,y3202,42.34848117,-71.08830703,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,0.0,14,2024-07-25 11:58:33-04:00
103,104,y1834,42.36028692,-71.09473214,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,323.0,16,2024-07-25 11:58:43-04:00
104,105,y3286,42.36010095,-71.09471924,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,322.0,16,2024-07-25 11:58:52-04:00
105,106,y3277,42.33174797,-71.07819565,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,297.0,21,2024-07-25 11:58:52-04:00
106,107,y3272,42.36338421,-71.09981239,FULL,IN_TRANSIT_TO,1,Nubian,100.0,8,2024-07-25 11:58:52-04:00
107,108,y3264,42.36761371,-71.10734534,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,115.0,5,2024-07-25 11:58:50-04:00
108,109,y3263,42.33121,-71.07721,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,270.0,21,2024-07-25 11:58:50-04:00
109,110,y3204,42.33133908,-71.07687001,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,234.0,20,2024-07-25 11:58:54-04:00
110,111,y3202,42.34866225,-71.08840678,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,0.0,14,2024-07-25 11:58:47-04:00
111,112,y1834,42.36052367,-71.09504007,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,324.0,16,2024-07-25 11:58:52-04:00
112,113,y3286,42.36030997,-71.09502454,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,309.0,16,2024-07-25 11:59:01-04:00
113,114,y3277,42.33204334,-71.07894417,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,300.0,21,2024-07-25 11:59:00-04:00
114,115,y3272,42.36336357,-71.09961675,FULL,IN_TRANSIT_TO,1,Nubian,46.0,8,2024-07-25 11:58:58-04:00
115,116,y3264,42.36750463,-71.10708242,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,120.0,6,2024-07-25 11:59:00-04:00
116,117,y3263,42.33188807,-71.07879679,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,291.0,21,2024-07-25 11:59:01-04:00
117,118,y3204,42.33146581,-71.07740754,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,292.0,21,2024-07-25 11:59:02-04:00
118,119,y3202,42.34866225,-71.08840678,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,0.0,14,2024-07-25 11:58:47-04:00
119,120,y1834,42.36078374,-71.09556688,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,321.0,16,2024-07-25 11:59:05-04:00
120,121,y3286,42.36049315,-71.09526294,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,322.0,16,2024-07-25 11:59:13-04:00
121,122,y3277,42.33201824,-71.07892902,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,0.0,21,2024-07-25 11:59:09-04:00
122,123,y3272,42.3632954,-71.09974879,FULL,STOPPED_AT,1,Nubian,147.0,8,2024-07-25 11:59:06-04:00
123,124,y3264,42.36737673,-71.10687279,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,142.0,6,2024-07-25 11:59:10-04:00
124,125,y3263,42.33221093,-71.07952804,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,303.0,21,2024-07-25 11:59:09-04:00
125,126,y3204,42.33198501,-71.07884902,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,298.0,21,2024-07-25 11:59:14-04:00
126,127,y3202,42.34877301,-71.08840945,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,351.0,14,2024-07-25 11:59:13-04:00
127,128,y1834,42.36075648,-71.09557426,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,0.0,16,2024-07-25 11:59:10-04:00
128,129,y3286,42.3605706,-71.09537594,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,315.0,16,2024-07-25 11:59:17-04:00
129,130,y3277,42.33201824,-71.07892902,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,0.0,21,2024-07-25 11:59:09-04:00
130,131,y3272,42.36288721,-71.09921829,FULL,STOPPED_AT,1,Nubian,136.0,8,2024-07-25 11:59:24-04:00
131,132,y3264,42.36707218,-71.10647725,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,128.0,6,2024-07-25 11:59:22-04:00
132,133,y3263,42.3326324,-71.08047988,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,307.0,22,2024-07-25 11:59:26-04:00
133,134,y3204,42.33196502,-71.07888623,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,0.0,21,2024-07-25 11:59:20-04:00
134,135,y3202,42.34999494,-71.08900946,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,346.0,14,2024-07-25 11:59:25-04:00
135,136,y1834,42.36075566,-71.09562332,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,0.0,16,2024-07-25 11:59:21-04:00
136,137,y3286,42.3605706,-71.09537594,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,315.0,16,2024-07-25 11:59:17-04:00
137,138,y3277,42.33200847,-71.07897745,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,0.0,21,2024-07-25 11:59:29-04:00
138,139,y3272,42.36288721,-71.09921829,FULL,STOPPED_AT,1,Nubian,136.0,8,2024-07-25 11:59:24-04:00
139,140,y3264,42.36682565,-71.106122,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,123.0,6,2024-07-25 11:59:30-04:00
140,141,y3263,42.33267406,-71.0805156,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,0.0,22,2024-07-25 11:59:30-04:00
141,142,y3204,42.33185,-71.079,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,270.0,21,2024-07-25 11:59:26-04:00
142,143,y3202,42.35030973,-71.08916813,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,340.0,14,2024-07-25 11:59:28-04:00
143,144,y1834,42.36076966,-71.09566102,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,310.0,16,2024-07-25 11:59:31-04:00
144,145,y3286,42.36075285,-71.09563027,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,0.0,16,2024-07-25 11:59:40-04:00
145,146,y3277,42.33200847,-71.07897745,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,0.0,21,2024-07-25 11:59:29-04:00
146,147,y3272,42.36276,-71.09911,FULL,STOPPED_AT,1,Nubian,135.0,8,2024-07-25 11:59:39-04:00
147,148,y3264,42.36673295,-71.10599714,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,0.0,6,2024-07-25 11:59:40-04:00
148,149,y3263,42.33270763,-71.08059607,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,306.0,22,2024-07-25 11:59:44-04:00
149,150,y3204,42.33194002,-71.07889097,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,0.0,21,2024-07-25 11:59:37-04:00
150,151,y3202,42.35076365,-71.08929001,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,95.0,14,2024-07-25 11:59:39-04:00
151,152,y1834,42.36128835,-71.09674742,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,293.0,17,2024-07-25 11:59:46-04:00
152,153,y3286,42.36109428,-71.09637311,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,305.0,16,2024-07-25 11:59:54-04:00
153,154,y3277,42.33200847,-71.07897745,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,0.0,21,2024-07-25 11:59:29-04:00
154,155,y3272,42.36231589,-71.09765446,FULL,STOPPED_AT,1,Nubian,127.0,8,2024-07-25 11:59:52-04:00
155,156,y3264,42.36672718,-71.10601974,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,0.0,6,2024-07-25 11:59:46-04:00
156,157,y3263,42.33269522,-71.08123473,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,189.0,22,2024-07-25 11:59:54-04:00
157,158,y3204,42.33193319,-71.07890108,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,0.0,21,2024-07-25 11:59:53-04:00
158,159,y3202,42.35079655,-71.0893004,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,27.0,14,2024-07-25 11:59:50-04:00
159,160,y1834,42.36167464,-71.09735785,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,306.0,17,2024-07-25 11:59:57-04:00
160,161,y3286,42.3614173,-71.09686756,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,352.0,17,2024-07-25 12:00:04-04:00
161,162,y3277,42.33201053,-71.07897799,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,0.0,21,2024-07-25 12:00:00-04:00
162,163,y3272,42.36235255,-71.09767652,FULL,IN_TRANSIT_TO,1,Nubian,19.0,9,2024-07-25 12:00:03-04:00
163,164,y3264,42.36674,-71.10602,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,135.0,6,2024-07-25 11:59:58-04:00
164,165,y3263,42.33250022,-71.08137787,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,221.0,22,2024-07-25 12:00:04-04:00
165,166,y3204,42.33196786,-71.07896122,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,292.0,21,2024-07-25 12:00:05-04:00
166,167,y3202,42.3507537,-71.08912748,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,112.0,14,2024-07-25 12:00:00-04:00
167,168,y1834,42.36175439,-71.09747341,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,316.0,17,2024-07-25 12:00:06-04:00
168,169,y3286,42.36154007,-71.09717071,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,300.0,17,2024-07-25 12:00:15-04:00
169,170,y3277,42.33236582,-71.07991758,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,303.0,21,2024-07-25 12:00:12-04:00
170,171,y3272,42.36238165,-71.0976692,FULL,IN_TRANSIT_TO,1,Nubian,344.0,9,2024-07-25 12:00:07-04:00
171,172,y3264,42.36674,-71.10602,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,135.0,6,2024-07-25 11:59:58-04:00
172,173,y3263,42.33244927,-71.08140697,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,208.0,22,2024-07-25 12:00:13-04:00
173,174,y3204,42.33240788,-71.07983498,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,306.0,21,2024-07-25 12:00:14-04:00
174,175,y3202,42.35073223,-71.08906651,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Harvard,230.0,14,2024-07-25 12:00:14-04:00
175,176,y1834,42.36185897,-71.09736659,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,0.0,17,2024-07-25 12:00:15-04:00
176,177,y3286,42.36160198,-71.097359,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Harvard,281.0,17,2024-07-25 12:00:26-04:00
177,178,y3277,42.33293019,-71.081029,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,1,Nubian,297.0,22,2024-07-25 12:00:26-04:00
178,179,y3272,42.36193169,-71.09764127,FULL,IN_TRANSIT_TO,1,Nubian,79.0,9,2024-07-25 12:00:25-04:00
179,180,y3264,42.3667232,-71.10604163,FEW_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,0.0,6,2024-07-25 12:00:20-04:00
180,181,y3263,42.33213528,-71.0816852,MANY_SEATS_AVAILABLE,STOPPED_AT,1,Nubian,208.0,22,2024-07-25 12:00:25-04:00
